Gene name	UniProtKB Gene Name symbol	UniProtKB/Swiss-Prot ID
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	P38398
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
BRCA1	BRCA1	
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	Q04671
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
OCA2	OCA2	
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	P51168
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
SCNN1B	SCNN1B	
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
NLRP7	NLRP7	Q8WX94
CSTB	CSTB	
CSTB	CSTB	
CSTB	CSTB	
CSTB	CSTB	P04080
CSTB	CSTB	P04080
CSTB	CSTB	P04080
CSTB	CSTB	
CSTB	CSTB	
CSTB	CSTB	
XPC	XPC	Q01831
XPC	XPC	Q01831
XPC	XPC	Q01831
XPC	XPC	Q01831
XPC	XPC	Q01831
XPC	XPC	Q01831
XPC	XPC	
XPC	XPC	
XPC	XPC	
UNC80	UNC80	
UNC80	UNC80	
UNC80	UNC80	
UNC80	UNC80	
UNC80	UNC80	Q8N2C7
UNC80	UNC80	Q8N2C7
UNC80	UNC80	
UNC80	UNC80	
UNC80	UNC80	Q8N2C7
UNC80	UNC80	Q8N2C7
CA4	CA4	P22748
CA4	CA4	P22748
CA4	CA4	P22748
CA4	CA4	
CA4	CA4	
CA4	CA4	
CA4	CA4	P22748
CA4	CA4	P22748
CA4	CA4	P22748
CA4	CA4	
CA4	CA4	
CA4	CA4	
CA4	CA4	
CA4	CA4	
CA4	CA4	
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	
NTRK1	NTRK1	
NTRK1	NTRK1	
NTRK1	NTRK1	
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	P04629
NTRK1	NTRK1	
NTRK1	NTRK1	
NTRK1	NTRK1	
NTRK1	NTRK1	
TMEM126A	TMEM126A	
TMEM126A	TMEM126A	
TMEM126A	TMEM126A	
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	
TMEM126A	TMEM126A	
TMEM126A	TMEM126A	
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
TMEM126A	TMEM126A	Q9H061
BBS12	BBS12	Q6ZW61
BBS12	BBS12	Q6ZW61
BBS12	BBS12	
BBS12	BBS12	
BBS12	BBS12	Q6ZW61
BBS12	BBS12	Q6ZW61
PRSS56	PRSS56	P0CW18
RS1	RS1	O15537
P3H1	P3H1	Q32P28
P3H1	P3H1	Q32P28
P3H1	P3H1	Q32P28
P3H1	P3H1	Q32P28
P3H1	P3H1	
P3H1	P3H1	
P3H1	P3H1	
P3H1	P3H1	
P3H1	P3H1	Q32P28
P3H1	P3H1	Q32P28
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CARD9	CARD9	Q9H257
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CARD9	CARD9	
CARD9	CARD9	
CARD9	CARD9	
CARD9	CARD9	
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	O76039
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
C7	C7	P10643
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CDKL5	CDKL5	
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	Q8IU89
CERS3	CERS3	
CERS3	CERS3	
CERS3	CERS3	
CERS3	CERS3	
CERS3	CERS3	
CERS3	CERS3	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	Q8TD43
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
TRPM4	TRPM4	
MYT1	MYT1	
MYT1	MYT1	
KLHL40	KLHL40	Q2TBA0
MYT1	MYT1	Q01538
MYT1	MYT1	Q01538
MYT1	MYT1	
MYT1	MYT1	
MYT1	MYT1	Q01538
MYT1	MYT1	Q01538
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P01889
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30480
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	P30486
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q29836
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31612
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	Q31610
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
POU5F1B	POU5F1B	Q06416
POU5F1B	POU5F1B	Q06416
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
ADAM9	ADAM9	Q13443
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
HLA-B	HLA-B	
