Gene name	UniProtKB Gene Name symbol	UniProtKB/Swiss-Prot ID
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
PCDH15	PCDH15	
JAK2	JAK2	
JAK2	JAK2	
JAK2	JAK2	
JAK2	JAK2	
JAK2	JAK2	
JAK2	JAK2	
JAK2	JAK2	O60674
JAK2	JAK2	O60674
JAK2	JAK2	O60674
CYP2R1	CYP2R1	Q6VVX0
CYP2R1	CYP2R1	Q6VVX0
CYP2R1	CYP2R1	Q6VVX0
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
CYP2R1	CYP2R1	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	Q13510
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	Q13423
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
NNT	NNT	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
ASAH1	ASAH1	
